,city,price,carat,clarity,color,cut,depth,table,x,y,z
29574,Zurich,3835,1.23,I1,H,Very Good,61.9,60.6,6.79,6.85,4.22
29575,Zurich,4677,1.74,I1,H,Very Good,63.2,55.0,7.62,7.59,4.8
29576,Dubai,3203,1.04,I1,H,Very Good,61.6,61.0,6.45,6.47,3.98
29577,Dubai,3167,1.01,I1,H,Very Good,63.2,58.0,6.39,6.33,4.02
29578,Kimberly,6592,2.01,I1,H,Very Good,58.1,63.0,8.3,8.19,4.79
29579,Surat,6512,3.0,I1,H,Very Good,63.1,55.0,9.23,9.1,5.77
29580,Surat,8104,2.01,I1,H,Very Good,61.7,63.0,7.94,7.91,4.89
29581,Surat,5688,1.85,I1,H,Very Good,63.3,56.0,7.8,7.75,4.92
29582,Antwerp,3696,1.2,I1,H,Very Good,58.6,57.0,6.96,7.01,4.09
29583,Amsterdam,650,0.39,VS2,I,Very Good,62.9,57.0,4.64,4.68,2.93
29584,Amsterdam,2444,0.81,VS2,I,Very Good,62.6,59.7,5.86,5.92,3.69
29585,Amsterdam,15931,2.14,VS2,I,Very Good,62.8,59.0,8.16,8.21,5.14
29586,Amsterdam,935,0.47,VS2,I,Very Good,63.2,56.0,4.92,4.98,3.13
29587,Amsterdam,11190,1.7,VS2,I,Very Good,58.5,59.0,7.81,7.89,4.59
29588,Amsterdam,384,0.29,VS2,I,Very Good,62.4,55.0,4.25,4.27,2.66
29589,Amsterdam,6166,1.29,VS2,I,Very Good,62.8,58.0,6.89,6.93,4.34
29590,Amsterdam,449,0.32,VS2,I,Very Good,62.8,58.0,4.33,4.37,2.73
29591,Amsterdam,8974,1.5,VS2,I,Very Good,60.1,60.0,7.38,7.35,4.43
29592,Amsterdam,5975,1.25,VS2,I,Very Good,62.7,58.0,6.74,6.95,4.29
29593,Amsterdam,15965,2.01,VS2,I,Very Good,62.3,59.0,8.02,8.1,5.02
29594,Amsterdam,15510,2.0,VS2,I,Very Good,59.5,62.0,8.13,8.21,4.86
29595,Amsterdam,407,0.3,VS2,I,Very Good,62.7,56.0,4.27,4.28,2.68
29596,Amsterdam,2185,0.71,VS2,I,Very Good,62.8,59.0,5.64,5.67,3.55
29597,Amsterdam,449,0.32,VS2,I,Very Good,63.0,55.0,4.34,4.39,2.75
29598,Amsterdam,12610,1.79,VS2,I,Very Good,60.5,56.0,7.87,7.9,4.77
29599,Amsterdam,2327,0.74,VS2,I,Very Good,60.8,59.0,5.83,5.85,3.55
29600,Zurich,6099,1.29,VS2,I,Very Good,61.3,58.0,6.98,7.04,4.3
29601,Zurich,3473,0.9,VS2,I,Very Good,63.1,57.0,6.12,6.09,3.85
29602,Zurich,1317,0.54,VS2,I,Very Good,62.3,56.0,5.17,5.22,3.24
29603,Zurich,505,0.36,VS2,I,Very Good,61.6,58.0,4.52,4.57,2.8
29604,Zurich,13607,1.88,VS2,I,Very Good,62.2,57.0,7.79,7.86,4.87
29605,Zurich,4785,1.14,VS2,I,Very Good,62.5,59.0,6.63,6.66,4.15
29606,Zurich,4438,1.01,VS2,I,Very Good,61.3,56.0,6.53,6.45,3.98
29607,Zurich,435,0.31,VS2,I,Very Good,62.3,57.0,4.32,4.35,2.7
29608,Zurich,15083,1.98,VS2,I,Very Good,62.7,60.0,7.9,7.96,4.98
29609,Las Vegas,17570,2.01,VS2,I,Very Good,62.4,58.0,8.06,7.99,5.01
29610,Las Vegas,2337,0.72,VS2,I,Very Good,61.1,56.0,5.76,5.79,3.53
29611,Las Vegas,6419,1.22,VS2,I,Very Good,59.6,58.0,6.95,6.98,4.15
29612,Las Vegas,5387,1.21,VS2,I,Very Good,63.4,57.0,6.79,6.72,4.28
29613,Las Vegas,2316,0.7,VS2,I,Very Good,60.1,57.0,5.79,5.82,3.49
29614,Las Vegas,463,0.33,VS2,I,Very Good,62.6,58.0,4.34,4.42,2.74
29615,Las Vegas,449,0.32,VS2,I,Very Good,61.1,57.0,4.39,4.42,2.69
29616,Las Vegas,2591,0.8,VS2,I,Very Good,62.0,54.2,5.94,5.99,3.7
29617,Las Vegas,6443,1.27,VS2,I,Very Good,62.4,58.0,6.83,6.89,4.28
29618,Las Vegas,5724,1.2,VS2,I,Very Good,62.5,59.0,6.73,6.77,4.22
29619,Las Vegas,4975,1.05,VS2,I,Very Good,62.4,59.0,6.48,6.51,4.05
29620,Las Vegas,9178,1.51,VS2,I,Very Good,60.4,58.0,7.36,7.42,4.46
29621,Las Vegas,17581,2.02,VS2,I,Very Good,63.1,55.0,8.0,8.09,5.08
29622,Las Vegas,655,0.4,VS2,I,Very Good,61.4,57.6,4.73,4.78,2.92
29623,New York City,7087,1.3,VS2,I,Very Good,61.8,56.0,6.98,7.04,4.33
29624,New York City,442,0.31,VS2,I,Very Good,61.5,55.0,4.34,4.36,2.68
29625,New York City,16080,2.16,VS2,I,Very Good,58.6,60.0,8.48,8.55,4.99
29626,New York City,10309,1.59,VS2,I,Very Good,61.1,58.6,7.49,7.53,4.59
29627,New York City,3445,0.9,VS2,I,Very Good,61.4,58.0,6.16,6.26,3.81
29628,New York City,5783,1.24,VS2,I,Very Good,60.1,59.0,6.95,7.02,4.2
29629,New York City,491,0.35,VS2,I,Very Good,62.9,57.0,4.5,4.53,2.84
29630,New York City,16304,2.01,VS2,I,Very Good,59.6,60.0,8.13,8.19,4.86
29631,New York City,2513,0.77,VS2,I,Very Good,63.2,58.0,5.79,5.85,3.68
29632,New York City,1867,0.7,VS2,I,Very Good,62.8,55.0,5.63,5.67,3.55
29633,New York City,10106,1.59,VS2,I,Very Good,60.5,63.0,7.52,7.45,4.53
29634,New York City,16694,2.0,VS2,I,Very Good,63.3,56.0,8.03,7.98,5.07
29635,Paris,3709,0.9,VS2,I,Very Good,59.9,58.0,6.17,6.22,3.71
29636,Paris,2326,0.72,VS2,I,Very Good,62.1,57.5,5.72,5.74,3.57
29637,Paris,5986,1.2,VS2,I,Very Good,62.1,60.0,6.78,6.72,4.19
29638,Paris,558,0.31,VS2,I,Very Good,63.2,55.0,4.4,4.3,2.75
29639,Paris,6134,1.24,VS2,I,Very Good,60.0,58.0,6.98,7.03,4.2
29640,Paris,2025,0.7,VS2,I,Very Good,60.7,59.0,5.75,5.79,3.5
29641,Paris,8223,1.51,VS2,I,Very Good,63.1,56.0,7.26,7.32,4.6
29642,Paris,2329,0.73,VS2,I,Very Good,59.0,61.0,5.84,5.88,3.46
29643,Paris,9611,1.5,VS2,I,Very Good,62.2,59.0,7.34,7.3,4.55
29644,Paris,5789,1.23,VS2,I,Very Good,59.7,58.0,6.94,7.02,4.17
29645,Tel Aviv,2188,0.7,VS2,I,Very Good,62.1,56.0,5.7,5.74,3.55
29646,Tel Aviv,9802,1.53,VS2,I,Very Good,62.8,59.0,7.27,7.31,4.58
29647,Tel Aviv,1445,0.59,VS2,I,Very Good,61.2,57.0,5.4,5.42,3.31
29648,Tel Aviv,2052,0.71,VS2,I,Very Good,62.3,58.0,5.68,5.72,3.55
29649,Tel Aviv,6537,1.29,VS2,I,Very Good,61.8,58.0,6.94,6.98,4.3
29650,Tel Aviv,13691,1.77,VS2,I,Very Good,60.2,58.0,7.88,7.83,4.73
29651,Tel Aviv,1666,0.7,VS2,I,Very Good,62.2,59.0,5.64,5.71,3.53
29652,Tel Aviv,477,0.34,VS2,I,Very Good,62.1,57.0,4.44,4.48,2.77
29653,Tel Aviv,9804,1.5,VS2,I,Very Good,60.8,58.0,7.36,7.42,4.49
29654,Tel Aviv,2426,0.73,VS2,I,Very Good,62.8,59.0,5.72,5.75,3.6
29655,Tel Aviv,3398,0.9,VS2,I,Very Good,62.4,58.0,6.12,6.16,3.83
29656,Tel Aviv,5067,1.01,VS2,I,Very Good,62.9,56.0,6.38,6.43,4.03
29657,Dubai,8662,1.5,VS2,I,Very Good,58.4,61.0,7.42,7.48,4.35
29658,Dubai,2384,0.71,VS2,I,Very Good,61.1,60.0,5.72,5.77,3.51
29659,Dubai,6007,1.27,VS2,I,Very Good,62.6,59.0,6.86,6.95,4.32
29660,Dubai,679,0.39,VS2,I,Very Good,60.1,57.0,4.74,4.77,2.86
29661,Dubai,11850,1.71,VS2,I,Very Good,62.8,59.0,7.52,7.58,4.74
29662,Dubai,15025,2.0,VS2,I,Very Good,63.5,59.0,7.98,7.93,5.05
29663,Dubai,3265,1.0,VS2,I,Very Good,63.2,58.0,6.43,6.32,4.03
29664,Dubai,15923,2.0,VS2,I,Very Good,58.6,62.0,8.17,8.2,4.8
29665,Dubai,576,0.32,VS2,I,Very Good,63.4,55.0,4.37,4.33,2.76
29666,Dubai,2262,0.77,VS2,I,Very Good,63.4,58.0,5.81,5.74,3.66
29667,Dubai,5884,1.2,VS2,I,Very Good,61.7,59.0,6.83,6.88,4.23
29668,Dubai,8537,1.54,VS2,I,Very Good,62.0,58.0,7.38,7.43,4.59
29669,Kimberly,16422,2.03,VS2,I,Very Good,59.9,59.0,8.32,8.24,4.96
29670,Kimberly,2177,0.72,VS2,I,Very Good,63.3,59.0,5.66,5.62,3.57
29671,Kimberly,449,0.32,VS2,I,Very Good,63.0,57.0,4.33,4.37,2.74
29672,Kimberly,680,0.38,VS2,I,Very Good,61.7,56.0,4.65,4.68,2.88
29673,Kimberly,1267,0.57,VS2,I,Very Good,62.2,55.0,5.33,5.34,3.32
29674,Kimberly,918,0.46,VS2,I,Very Good,62.3,57.0,4.87,4.92,3.05
29675,Kimberly,8662,1.5,VS2,I,Very Good,63.0,57.0,7.2,7.25,4.55
29676,Kimberly,3334,0.9,VS2,I,Very Good,58.4,62.0,6.29,6.35,3.69
29677,Kimberly,2200,0.7,VS2,I,Very Good,61.8,59.0,5.67,5.73,3.52
29678,Kimberly,2359,0.72,VS2,I,Very Good,61.6,59.0,5.71,5.75,3.53
29679,Kimberly,2414,0.8,VS2,I,Very Good,63.3,55.0,5.88,5.93,3.74
29680,Kimberly,6203,1.33,VS2,I,Very Good,62.5,61.0,6.99,7.02,4.38
29681,Kimberly,1840,0.71,VS2,I,Very Good,63.4,56.0,5.65,5.61,3.57
29682,Kimberly,5531,1.13,VS2,I,Very Good,60.7,58.0,6.72,6.75,4.09
29683,Kimberly,16378,2.07,VS2,I,Very Good,60.6,58.0,8.24,8.29,5.01
29684,Kimberly,1031,0.4,VS2,I,Very Good,61.9,55.0,4.73,4.77,2.94
29685,Kimberly,4959,1.09,VS2,I,Very Good,62.0,56.0,6.57,6.59,4.08
29686,Kimberly,2833,0.8,VS2,I,Very Good,62.0,58.0,5.86,5.95,3.66
29687,Kimberly,4914,1.12,VS2,I,Very Good,63.9,52.0,6.58,6.65,4.23
29688,Kimberly,10935,1.7,VS2,I,Very Good,63.0,58.0,7.52,7.65,4.78
29689,Kimberly,4620,1.0,VS2,I,Very Good,63.5,56.0,6.33,6.3,4.01
29690,Kimberly,11389,1.71,VS2,I,Very Good,63.4,59.0,7.53,7.45,4.75
29691,Kimberly,8938,1.52,VS2,I,Very Good,63.3,61.0,7.27,7.23,4.59
29692,Kimberly,6104,1.02,VS2,I,Very Good,61.5,57.0,6.4,6.44,3.95
29693,Kimberly,2337,0.72,VS2,I,Very Good,63.9,58.0,5.65,5.68,3.62
29694,Kimberly,712,0.39,VS2,I,Very Good,59.6,57.0,4.77,4.82,2.86
29695,Surat,457,0.34,VS2,I,Very Good,61.6,56.0,4.47,4.51,2.76
29696,Surat,2054,0.77,VS2,I,Very Good,62.4,63.0,5.8,5.84,3.63
29697,Surat,5836,1.24,VS2,I,Very Good,62.7,55.0,6.82,6.87,4.29
29698,Surat,3581,0.9,VS2,I,Very Good,61.6,57.0,6.13,6.17,3.79
29699,Surat,2714,0.81,VS2,I,Very Good,64.0,60.0,5.84,5.88,3.75
29700,Surat,6961,1.35,VS2,I,Very Good,62.1,62.0,6.97,7.05,4.35
29701,Surat,15819,2.01,VS2,I,Very Good,62.5,58.0,7.97,8.05,5.01
29702,Surat,4348,1.13,VS2,I,Very Good,61.6,57.0,6.73,6.78,4.16
29703,Surat,8893,1.5,VS2,I,Very Good,62.5,59.0,7.26,7.3,4.55
29704,Surat,2109,0.72,VS2,I,Very Good,61.8,60.0,5.72,5.76,3.55
29705,Surat,2337,0.72,VS2,I,Very Good,63.3,55.0,5.7,5.74,3.62
29706,Surat,3489,0.9,VS2,I,Very Good,63.4,57.0,6.07,6.1,3.86
29707,Surat,2185,0.71,VS2,I,Very Good,60.4,60.0,5.72,5.8,3.48
29708,Surat,5072,1.09,VS2,I,Very Good,62.6,57.0,6.55,6.62,4.12
29709,Surat,4762,1.02,VS2,I,Very Good,59.3,59.0,6.57,6.62,3.91
29710,Surat,9683,1.62,VS2,I,Very Good,62.0,60.0,7.5,7.57,4.67
29711,Surat,6290,1.3,VS2,I,Very Good,62.7,57.0,6.88,6.9,4.32
29712,Surat,5941,1.2,VS2,I,Very Good,60.5,60.0,6.86,6.93,4.17
29713,Surat,407,0.3,VS2,I,Very Good,60.7,56.0,4.32,4.34,2.63
29714,Surat,10051,1.52,VS2,I,Very Good,62.3,58.0,7.32,7.28,4.55
29715,Surat,5979,1.22,VS2,I,Very Good,63.3,57.0,6.74,6.82,4.29
29716,Surat,15919,2.01,VS2,I,Very Good,59.6,62.0,8.17,8.25,4.89
29717,Surat,379,0.28,VS2,I,Very Good,61.9,57.0,4.16,4.19,2.58
29718,Surat,17315,2.04,VS2,I,Very Good,60.3,59.0,8.18,8.2,4.94
29719,Surat,17422,2.01,VS2,I,Very Good,63.8,59.0,7.89,7.85,5.02
29720,Surat,16626,2.01,VS2,I,Very Good,62.7,58.0,7.94,7.98,4.99
29721,Surat,3338,0.9,VS2,I,Very Good,62.0,63.0,6.13,6.03,3.77
29722,Antwerp,3605,0.9,VS2,I,Very Good,62.3,64.0,6.1,6.13,3.81
29723,Antwerp,15675,2.01,VS2,I,Very Good,62.5,61.0,7.97,8.03,5.0
29724,Antwerp,16459,2.0,VS2,I,Very Good,60.4,60.0,8.14,8.19,4.93
29725,Antwerp,14489,1.94,VS2,I,Very Good,60.2,58.0,8.04,8.1,4.86
29726,Antwerp,8952,1.51,VS2,I,Very Good,63.0,60.0,7.25,7.3,4.58
29727,Antwerp,8196,1.48,VS2,I,Very Good,63.0,58.0,7.16,7.19,4.52
29728,Antwerp,449,0.32,VS2,I,Very Good,63.0,56.0,4.38,4.42,2.77
29729,Antwerp,468,0.31,VS2,I,Very Good,61.6,56.0,4.36,4.39,2.69
29730,Antwerp,16616,2.04,VS2,I,Very Good,61.0,61.0,8.08,8.14,4.95
29731,Antwerp,4895,1.05,VS2,I,Very Good,63.2,56.0,6.47,6.51,4.1
29732,Antwerp,1378,0.62,VS2,I,Very Good,60.7,57.3,5.48,5.52,3.33
29733,Antwerp,549,0.38,VS2,I,Very Good,62.4,56.0,4.65,4.58,2.88
29734,Antwerp,2034,0.7,VS2,I,Very Good,64.2,55.0,5.57,5.61,3.59
29735,Antwerp,3238,0.89,VS2,I,Very Good,63.1,55.0,6.09,6.17,3.87
29736,Antwerp,5249,1.12,VS2,I,Very Good,62.9,55.9,6.59,6.62,4.16
29737,Antwerp,4626,1.01,VS2,I,Very Good,61.9,61.0,6.36,6.41,3.95
29738,Antwerp,9533,1.5,VS2,I,Very Good,63.3,55.0,7.3,7.26,4.61
29739,Antwerp,491,0.35,VS2,I,Very Good,61.7,57.0,4.52,4.56,2.8
29740,Antwerp,12822,1.81,VS2,I,Very Good,62.7,58.0,7.68,7.77,4.84
29741,Antwerp,6884,1.35,VS2,I,Very Good,61.7,59.0,7.05,7.09,4.36
29742,Antwerp,576,0.32,VS2,I,Very Good,63.2,56.0,4.38,4.32,2.75
29743,Antwerp,16914,2.14,VS2,I,Very Good,59.7,57.0,8.41,8.48,5.04
29744,Antwerp,2393,0.72,VS2,I,Very Good,63.3,57.0,5.66,5.72,3.6
29745,Antwerp,16383,2.01,VS2,I,Very Good,59.6,58.0,8.18,8.23,4.89
29746,Antwerp,16874,2.04,VS2,I,Very Good,62.5,58.0,8.09,8.22,5.1
29747,Madrid,1867,0.7,VS2,I,Very Good,63.0,60.0,5.59,5.62,3.53
29748,Madrid,8656,1.54,VS2,I,Very Good,62.2,58.0,7.32,7.37,4.57
29749,Madrid,2162,0.77,VS2,I,Very Good,62.4,63.0,5.84,5.8,3.63
29750,Madrid,2865,0.83,VS2,I,Very Good,61.6,58.0,6.05,6.07,3.73
29751,Madrid,3340,0.91,VS2,I,Very Good,63.0,58.0,6.07,6.15,3.85
29752,Madrid,18281,2.08,VS2,I,Very Good,58.9,61.0,8.35,8.36,4.92
29753,Madrid,9185,1.51,VS2,I,Very Good,61.6,57.0,7.28,7.34,4.5
29754,Madrid,1391,0.59,VS2,I,Very Good,63.4,56.0,5.37,5.33,3.39
29755,Madrid,5020,1.0,VS2,I,Very Good,61.9,59.0,6.35,6.38,3.94
29756,Madrid,2584,0.77,VS2,I,Very Good,60.2,59.0,5.89,5.97,3.57
29757,Madrid,16626,2.01,VS2,I,Very Good,59.2,62.0,8.14,8.17,4.83
29758,Madrid,10447,1.57,VS2,I,Very Good,60.3,58.0,7.58,7.55,4.56
29759,Madrid,6826,1.23,VS2,I,Very Good,61.2,59.0,6.84,6.81,4.18
29760,Madrid,435,0.31,VS2,I,Very Good,60.8,60.0,4.37,4.42,2.67
29761,London,4869,1.16,VS2,I,Very Good,62.6,59.0,6.63,6.69,4.17
29762,London,4986,1.05,VS2,I,Very Good,63.2,59.0,6.47,6.44,4.08
29763,London,4008,0.91,VS2,I,Very Good,59.9,58.0,6.35,6.27,3.78
29764,London,406,0.31,VS2,I,Very Good,59.3,59.0,4.38,4.42,2.61
29765,London,1408,0.58,VS2,I,Very Good,61.7,54.1,5.37,5.4,3.32
29766,London,7702,1.4,VS2,I,Very Good,59.2,60.0,7.35,7.3,4.34
29767,London,10165,1.67,VS2,I,Very Good,60.7,60.0,7.61,7.68,4.64
29768,London,1706,0.61,VS2,I,Very Good,62.7,57.0,5.39,5.42,3.39
29769,London,16363,2.11,VS2,I,Very Good,60.3,60.5,8.22,8.29,4.98
29770,London,4532,1.02,VS2,I,Very Good,59.3,59.0,6.56,6.6,3.9
29771,London,4873,1.07,VS2,I,Very Good,62.5,56.0,6.5,6.53,4.07
29772,London,3709,0.9,VS2,I,Very Good,58.7,60.0,6.28,6.35,3.71
29773,Luxembourg,1401,0.61,VS2,I,Very Good,63.4,55.0,5.46,5.42,3.45
29774,Luxembourg,1392,0.59,VS2,I,Very Good,62.4,58.4,5.3,5.36,3.32
29775,Luxembourg,2070,0.69,VS2,I,Very Good,63.3,57.0,5.64,5.57,3.55
29776,Luxembourg,1445,0.59,VS2,I,Very Good,60.3,59.0,5.41,5.43,3.27
29777,Luxembourg,2551,0.76,VS2,I,Very Good,63.3,57.0,5.79,5.83,3.68
29778,Luxembourg,3709,0.9,VS2,I,Very Good,63.0,60.0,6.15,6.17,3.88
29779,Luxembourg,633,0.38,VS2,I,Very Good,61.5,58.0,4.61,4.62,2.84
29780,Luxembourg,9118,1.5,VS2,I,Very Good,58.2,60.0,7.5,7.58,4.39
29781,Luxembourg,3563,0.93,VS2,I,Very Good,63.5,57.0,6.13,6.21,3.92
29782,Luxembourg,8836,1.51,VS2,I,Very Good,62.3,60.0,7.29,7.35,4.56
29783,Luxembourg,3570,0.9,VS2,I,Very Good,63.2,56.0,6.15,6.09,3.87
29784,Luxembourg,558,0.31,VS2,I,Very Good,63.1,54.0,4.34,4.31,2.73
29785,Amsterdam,2832,0.91,SI2,I,Very Good,62.8,61.0,6.15,6.18,3.87
29786,Amsterdam,3770,1.01,SI2,I,Very Good,62.1,56.0,6.41,6.45,3.99
29787,Amsterdam,6677,1.4,SI2,I,Very Good,62.4,59.0,7.12,7.17,4.46
29788,Amsterdam,1902,0.71,SI2,I,Very Good,62.2,58.0,5.61,5.7,3.52
29789,Amsterdam,13500,2.09,SI2,I,Very Good,63.1,60.0,8.04,8.12,5.1
29790,Amsterdam,5014,1.21,SI2,I,Very Good,63.2,57.0,6.7,6.66,4.22
29791,Amsterdam,4791,1.21,SI2,I,Very Good,59.9,58.0,6.91,6.94,4.15
29792,Amsterdam,12839,2.05,SI2,I,Very Good,59.8,56.0,8.32,8.41,5.0
29793,Amsterdam,1907,0.72,SI2,I,Very Good,63.4,56.0,5.67,5.72,3.61
29794,Amsterdam,9344,1.94,SI2,I,Very Good,63.1,59.0,8.01,7.89,5.02
29795,Zurich,3987,1.13,SI2,I,Very Good,59.1,63.0,6.85,6.82,4.04
29796,Zurich,480,0.32,SI2,I,Very Good,63.4,56.0,4.37,4.34,2.76
29797,Zurich,10701,1.82,SI2,I,Very Good,62.3,60.0,7.71,7.76,4.82
29798,Zurich,5490,1.2,SI2,I,Very Good,63.7,56.0,6.66,6.71,4.26
29799,Zurich,2800,0.9,SI2,I,Very Good,61.3,56.0,6.17,6.23,3.8
29800,Zurich,6630,1.51,SI2,I,Very Good,63.1,60.0,7.19,7.13,4.52
29801,Zurich,5000,1.01,SI2,I,Very Good,62.2,59.0,6.36,6.41,3.97
29802,Zurich,3980,1.02,SI2,I,Very Good,62.8,56.0,6.42,6.38,4.02
29803,Zurich,4465,1.06,SI2,I,Very Good,61.4,56.5,6.55,6.58,4.03
29804,Zurich,7150,1.5,SI2,I,Very Good,63.1,59.0,7.24,7.15,4.54
29805,Las Vegas,3956,1.11,SI2,I,Very Good,61.2,61.0,6.65,6.69,4.08
29806,Las Vegas,1876,0.7,SI2,I,Very Good,58.8,60.0,5.8,5.83,3.42
29807,Las Vegas,14527,2.04,SI2,I,Very Good,60.9,57.0,8.14,8.19,4.97
29808,Las Vegas,7835,1.59,SI2,I,Very Good,61.6,57.0,7.51,7.56,4.64
29809,Las Vegas,1672,0.7,SI2,I,Very Good,63.2,60.0,5.62,5.55,3.53
29810,Las Vegas,9781,2.01,SI2,I,Very Good,61.4,63.0,8.19,7.96,4.96
29811,Las Vegas,3792,1.01,SI2,I,Very Good,59.2,59.0,6.52,6.62,3.89
29812,Las Vegas,4107,1.0,SI2,I,Very Good,62.6,57.0,6.37,6.4,4.0
29813,Las Vegas,995,0.51,SI2,I,Very Good,63.3,58.0,5.09,5.02,3.2
29814,Las Vegas,12221,2.0,SI2,I,Very Good,63.7,61.0,7.85,7.97,5.04
29815,New York City,7400,1.51,SI2,I,Very Good,62.5,59.0,7.27,7.32,4.56
29816,New York City,18090,2.51,SI2,I,Very Good,62.3,57.0,8.69,8.76,5.44
29817,New York City,3217,1.0,SI2,I,Very Good,62.4,63.0,6.35,6.44,3.99
29818,New York City,17062,2.31,SI2,I,Very Good,62.9,58.0,8.34,8.43,5.27
29819,New York City,383,0.31,SI2,I,Very Good,60.6,61.0,4.4,4.45,2.68
29820,New York City,15122,2.35,SI2,I,Very Good,58.5,57.0,8.72,8.77,5.12
29821,New York City,10161,1.8,SI2,I,Very Good,63.2,58.0,7.75,7.66,4.87
29822,New York City,3001,0.9,SI2,I,Very Good,62.5,58.0,6.1,6.15,3.83
29823,New York City,4192,1.1,SI2,I,Very Good,62.6,59.0,6.53,6.57,4.1
29824,Paris,3276,1.0,SI2,I,Very Good,60.8,63.0,6.41,6.34,3.88
29825,Paris,4791,1.21,SI2,I,Very Good,62.1,59.0,6.8,6.86,4.24
29826,Paris,10009,2.01,SI2,I,Very Good,61.4,63.0,8.19,7.96,4.96
29827,Paris,17996,2.54,SI2,I,Very Good,62.4,60.0,8.58,8.73,5.4
29828,Paris,4155,1.02,SI2,I,Very Good,63.2,60.0,6.37,6.41,4.04
29829,Paris,956,0.51,SI2,I,Very Good,61.2,56.0,5.12,5.14,3.14
29830,Paris,3276,1.0,SI2,I,Very Good,62.4,63.0,6.44,6.35,3.99
29831,Paris,7589,1.54,SI2,I,Very Good,60.1,61.0,7.41,7.46,4.47
29832,Paris,15245,2.07,SI2,I,Very Good,63.1,57.0,8.2,8.1,5.14
29833,Paris,6819,1.51,SI2,I,Very Good,63.1,60.0,7.19,7.13,4.52
29834,Tel Aviv,3742,1.05,SI2,I,Very Good,62.3,59.0,6.42,6.46,4.01
29835,Tel Aviv,6300,1.32,SI2,I,Very Good,61.2,58.0,7.12,7.06,4.34
29836,Tel Aviv,691,0.43,SI2,I,Very Good,61.5,54.0,4.86,4.89,3.0
29837,Tel Aviv,4929,1.21,SI2,I,Very Good,60.0,58.0,6.89,6.97,4.16
29838,Tel Aviv,2159,0.77,SI2,I,Very Good,60.8,56.0,5.89,5.92,3.59
29839,Tel Aviv,8630,1.72,SI2,I,Very Good,63.4,57.0,7.6,7.58,4.81
29840,Tel Aviv,9435,2.0,SI2,I,Very Good,63.1,56.0,7.98,7.84,5.0
29841,Tel Aviv,9292,1.73,SI2,I,Very Good,62.0,58.0,7.6,7.69,4.74
29842,Dubai,7211,1.5,SI2,I,Very Good,63.4,58.0,7.15,7.21,4.55
29843,Dubai,4080,1.0,SI2,I,Very Good,60.7,59.0,6.4,6.46,3.9
29844,Dubai,4047,1.01,SI2,I,Very Good,63.7,56.0,6.33,6.38,4.05
29845,Dubai,15907,2.19,SI2,I,Very Good,60.3,60.0,8.29,8.33,5.01
29846,Dubai,692,0.41,SI2,I,Very Good,63.5,57.0,4.72,4.7,2.99
29847,Dubai,17448,2.48,SI2,I,Very Good,63.0,62.0,8.58,8.62,5.42
29848,Dubai,1087,0.55,SI2,I,Very Good,61.5,60.0,5.23,5.25,3.22
29849,Dubai,5111,1.21,SI2,I,Very Good,62.0,56.0,6.79,6.86,4.23
29850,Dubai,7392,1.5,SI2,I,Very Good,60.8,58.0,7.24,7.34,4.43
29851,Dubai,5612,1.31,SI2,I,Very Good,63.5,55.0,6.97,6.89,4.4
29852,Kimberly,1603,0.7,SI2,I,Very Good,60.9,59.0,5.7,5.76,3.49
29853,Kimberly,7636,1.61,SI2,I,Very Good,60.9,63.0,7.5,7.54,4.58
29854,Kimberly,14735,2.18,SI2,I,Very Good,61.4,59.5,8.31,8.37,5.12
29855,Kimberly,14071,2.05,SI2,I,Very Good,62.8,56.0,8.1,8.12,5.09
29856,Kimberly,13488,2.01,SI2,I,Very Good,60.9,60.0,8.0,8.15,4.92
29857,Kimberly,3964,1.21,SI2,I,Very Good,63.4,62.0,6.84,6.69,4.31
29858,Kimberly,2093,0.73,SI2,I,Very Good,63.0,58.0,5.71,5.75,3.61
29859,Kimberly,10098,1.75,SI2,I,Very Good,61.2,57.0,7.71,7.76,4.73
29860,Kimberly,3998,1.01,SI2,I,Very Good,63.7,57.0,6.32,6.36,4.04
29861,Kimberly,14637,2.01,SI2,I,Very Good,60.5,59.0,8.19,8.26,4.98
29862,Kimberly,4171,1.01,SI2,I,Very Good,62.9,55.0,6.37,6.42,4.02
29863,Kimberly,3309,1.01,SI2,I,Very Good,63.2,58.0,6.34,6.31,4.0
29864,Kimberly,5187,1.31,SI2,I,Very Good,59.6,60.0,7.09,7.17,4.25
29865,Kimberly,13063,2.03,SI2,I,Very Good,62.8,59.0,8.04,8.08,5.06
29866,Kimberly,4533,1.12,SI2,I,Very Good,61.2,59.0,6.69,6.74,4.11
29867,Kimberly,17955,2.4,SI2,I,Very Good,60.6,58.5,8.59,8.67,5.24
29868,Kimberly,4078,1.09,SI2,I,Very Good,63.8,57.0,6.5,6.55,4.16
29869,Kimberly,6041,1.35,SI2,I,Very Good,61.0,60.0,7.09,7.15,4.34
29870,Surat,3360,1.0,SI2,I,Very Good,58.3,63.0,6.53,6.5,3.8
29871,Surat,1795,0.7,SI2,I,Very Good,59.5,58.0,5.73,5.79,3.43
29872,Surat,15684,2.18,SI2,I,Very Good,58.9,60.0,8.51,8.55,5.02
29873,Surat,2826,0.9,SI2,I,Very Good,63.5,56.0,6.17,6.07,3.88
29874,Surat,4244,1.01,SI2,I,Very Good,63.5,57.0,6.35,6.37,4.04
